id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13
nBcjFHkA9uYC,l4tQxzX6wp8,The Girl with the Dragon Tattoo and Philosophy,Eric Bronson,2011-09-20,"The essential companion to Stieg Larsson's bestselling trilogy and director David Fincher's 2011 film adaptation Stieg Larsson's bestselling Millennium Trilogy—The Girl with the Dragon Tattoo, The Girl Who Played with Fire, and The Girl Who Kicked the Hornet's Nest—is an international phenomenon. These books express Larsson's lifelong war against injustice, his ethical beliefs, and his deep concern for women's rights. The Girl with the Dragon Tattoo and Philosophy probes the compelling philosophical issues behind the entire trilogy. What philosophies do Lisbeth Salander and Kant have in common? To catch a criminal, can Lisbeth and Mikael be criminals themselves? Can revenge be ethical? Drawing on some of history's greatest philosophical minds, this book gives fresh insights into Larsson's ingeniously plotted tale of crime and corruption. Looks at compelling philosophical issues such as a feminist reading of Lisbeth Salander, Aristotelian arguments for why we love revenge, how Kant can explain why so many women sleep with Mikael Blomkvist, and many more Includes a chapter from a colleague of Larsson's—who worked with him in anti-Nazi activities—that explores Larsson's philosophical views on skepticism and quotes from never-before-seen correspondence with Larsson Offers new insights into the novels' key characters, including Lisbeth Salander and Mikael Blomkvist, and investigates the author, Stieg Larsson As engrossing as the quest to free Lisbeth Salander from her past, The Girl with the Dragon Tattoo and Philosophy is ideal reading for anyone interested in unraveling the subtext and exploring the greater issues at work in the story.",205.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=nBcjFHkA9uYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=nBcjFHkA9uYC&printsec=frontcover&dq=the+girl+with+the+dragon+tattoo&hl=&cd=3&source=gbs_api,"These books express Larsson&#39;s lifelong war against injustice, his ethical beliefs, and his deep concern for women&#39;s rights. The Girl with the Dragon Tattoo and Philosophy probes the compelling philosophical issues behind the entire trilogy.",1118132939,9781118132937
7AiTEAAAQBAJ,mAmhVRZCT3U,The Girl with the Dragon Tattoo,Stieg Larsson,2015-09-24,"A spellbinding amalgam of murder mystery, family saga, love story, and financial intrigue. It’s about the disappearance forty years ago of Harriet Vanger, a young scion of one of the wealthiest families in Sweden . . . and about her octogenarian uncle, determined to know the truth about what he believes was her murder. It’s about Mikael Blomkvist, a crusading journalist recently at the wrong end of a libel case, hired to get to the bottom of Harriet’s disappearance . . . and about Lisbeth Salander, a twenty-four-year-old pierced and tattooed genius hacker possessed of the hard-earned wisdom of someone twice her age—and a terrifying capacity for ruthlessness to go with it—who assists Blomkvist with the investigation. This unlikely team discovers a vein of nearly unfathomable iniquity running through the Vanger family, astonishing corruption in the highest echelons of Swedish industrialism—and an unexpected connection between themselves. It’s a contagiously exciting, stunningly intelligent novel about society at its most hidden, and about the intimate lives of a brilliantly realized cast of characters, all of them forced to face the darker aspects of their world and of their own lives.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=7AiTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=7AiTEAAAQBAJ&dq=the+girl+with+the+dragon+tattoo&hl=&cd=4&source=gbs_api,"A spellbinding amalgam of murder mystery, family saga, love story, and financial intrigue.",014319836X,9780143198369
XJgWYDTG88wC,Ctgvcdy8hm0,The Psychology of the Girl with the Dragon Tattoo,"Robin S. Rosenberg, Shannon O'Neill",2011-12-06,"Lisbeth Salander, heroine of Stieg Larsson's The Girl with the Dragon Tattoo and its sequels, is one of the most compelling, complex characters of our time. Is she an avenging angel? A dangerous outlaw? What makes Salander tick, and why is our response to her—and to Larsson's Millennium trilogy—so strong? In The Psychology of the Girl with the Dragon Tattoo, 19 psychologists and psychiatrists attempt to do what even expert investigator Mikael Blomkvist could not: understand Lisbeth Salander. • What does Lisbeth's infamous dragon tattoo really say about her? • Why is Lisbeth so drawn to Mikael, and what would they both need to do to make a relationship work? • How do we explain men like Martin Vanger, Nils Bjurman, and Alexander Zalachenko? Is Lisbeth just as sexist and as psychopathic as they are? • What is it about Lisbeth that allows her to survive, even thrive, under extraordinary conditions? • How is Lisbeth like a Goth-punk Rorschach test? And what do we learn about ourselves from what we see in her?",306.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=XJgWYDTG88wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=XJgWYDTG88wC&printsec=frontcover&dq=the+girl+with+the+dragon+tattoo&hl=&cd=5&source=gbs_api,"Lisbeth Salander, heroine of Stieg Larsson&#39;s The Girl with the Dragon Tattoo and its sequels, is one of the most compelling, complex characters of our time. Is she an avenging angel? A dangerous outlaw?",1936661357,9781936661350
aiOuuQAACAAJ,TzVj9Kt75mE,The Dragon with the Girl Tattoo,Adam Charles Roberts,2010,"Lizbreath Salamander is young and beautiful. Her scales have an iridescent sheen, her wings arch proudly, her breath has a tang of sulfur. And on her back a tattoo of a mythical creature: a girl. But when Lizbreath is drawn into a dark conspiracy she will have to rely on more than her beauty and her vicious claws the size of sabres . . . A dragon has disappeared, one of a secretive clan. As Lizbreath delves deeper into their history she realises that these dragons will do anything to defend their secrets. Welcome to the world of The Dragon With The Girl Tattoo. A world of gloomy Nordic dragons leading lives uncannily like our own (despite their size, despite the need for extensive fireproofing of home furnishings), a world of money hoarded, a world of darkness and corruption. A world where people are the fantasy.",309.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=aiOuuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=aiOuuQAACAAJ&dq=the+girl+with+the+dragon+tattoo&hl=&cd=6&source=gbs_api,"A dragon has disappeared, one of a secretive clan. As Lisbet delves deeper into their history she realises that these dragons will do anything to defend their secrets. Welcome to the world of The Dragon With the Girl Tattoo.",0575103728,9780575103726
_1cjSaWKU8UC,VxnMbxLO8f4,The Girl who Played with Fire,Stieg Larsson,2010,"When the reporters to a sex-trafficking exposé are murdered and computer hacker Lisbeth Salander is targeted as the killer, Mikael Blomkvist, the publisher of the exposé, investigates to clear Lisbeth's name.",738.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=_1cjSaWKU8UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=_1cjSaWKU8UC&dq=the+girl+with+the+dragon+tattoo&hl=&cd=7&source=gbs_api,"When the reporters to a sex-trafficking exposé are murdered and computer hacker Lisbeth Salander is targeted as the killer, Mikael Blomkvist, the publisher of the exposé, investigates to clear Lisbeth&#39;s name.",0307476154,9780307476159
I3grDwAAQBAJ,belPoQZrTFc,The Girl with the Dragon Tattoo #2,"Sylvain Runberg, Stieg Larsson",2017-07-26,"Hired to investigate an unresolved missing person’s case, discredited journalist Mikael Blomkvist headed to Hedeby Island in order to further explore the various twists and turns of the Vanger family history. Aided by the brilliant but deeply troubled hacktivist Lisbeth Salander, Blomkvist soon discovered a link between the disappearance and a brutal trail of murder, deception and dark secrets leading right to the heart of the Vanger family. But can the two investigators track down the culprit before another victim surfaces?",68.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=I3grDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=I3grDwAAQBAJ&printsec=frontcover&dq=the+girl+with+the+dragon+tattoo&hl=&cd=8&source=gbs_api,"Hired to investigate an unresolved missing person’s case, discredited journalist Mikael Blomkvist headed to Hedeby Island in order to further explore the various twists and turns of the Vanger family history.",178586372X,9781785863721
jB3-AwAAQBAJ,BKc7MIkY5lo,The Girl Who Kicked The Hornet's Nest,Stieg Larsson,2014-10-01,"Salander & Blomkvist harus bekerja sama memadukan keahlian mereka, hacking dan investigasi, untuk mengungkap konspirasi dalam pemerintahan Swedia. [Mizan, Qanita, Terjemahan, Klasik, Indonesia]",860.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jB3-AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,id,http://books.google.co.in/books?id=jB3-AwAAQBAJ&printsec=frontcover&dq=the+girl+with+the+dragon+tattoo&hl=&cd=9&source=gbs_api,"Salander &amp; Blomkvist harus bekerja sama memadukan keahlian mereka, hacking dan investigasi, untuk mengungkap konspirasi dalam pemerintahan Swedia. [Mizan, Qanita, Terjemahan, Klasik, Indonesia]",,
6G0PEAAAQBAJ,cacs/vlkdPg,The Girl with the Dragon Tattoo,Denise Mina,,"The Girl With the Dragon Tattoo (2012) : Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.",162.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=6G0PEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=6G0PEAAAQBAJ&printsec=frontcover&dq=the+girl+with+the+dragon+tattoo&hl=&cd=10&source=gbs_api,"The Girl With the Dragon Tattoo (2012) : Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago.",,
hxL2qWMAgv8C,9bea6mYPHME,Gone Girl,Gillian Flynn,2012-05-24,"THE ADDICTIVE No.1 BESTSELLER AND INTERNATIONAL PHENOMENON OVER 20 MILLION COPIES SOLD WORLDWIDE THE BOOK THAT DEFINES PSYCHOLOGICAL THRILLER Who are you? What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary, when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they weren't made by him. And then there are the persistent calls on his mobile phone. So what really did happen to Nick's beautiful wife? 'Flynn is a brilliantly accomplished psychological crime writer and this latest book is so dark, so twisted and so utterly compelling that it actually messes with your mind' DAILY MAIL 'A near-masterpiece. Flynn is an extraordinary writer who, with every sentence, makes words do things that other writers merely dream of' SOPHIE HANNAH, Sunday Express 'You think you're reading a good, conventional thriller and then it grows into a fascinating portrait of one averagely mismatched relationship...Nothing's as it seems - Flynn is a fabulous plotter, and a very sharp observer of modern life in the aftermath of the credit crunch' THE TIMES 'One of the most popular thrillers of the year is also one of the smartest... Flynn's book cleverly outpaces its neo-noir trappings and consistently surprises the reader.' FINANCIAL TIMES",320.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=hxL2qWMAgv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=hxL2qWMAgv8C&printsec=frontcover&dq=gone+girl&hl=&cd=1&source=gbs_api,"What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary, when his wife Amy suddenly disappears. The police suspect Nick.",0297859404,9780297859406
HixjywEACAAJ,47m5yumSGns,Gone Girl (Film Tie-In).,Gillian Flynn,2014,,0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=HixjywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=HixjywEACAAJ&dq=gone+girl&hl=&cd=2&source=gbs_api,,0553419080,9780553419085
jxujCgAAQBAJ,f2LKwk+sadY,Gone Girl (Movie Tie-In Edition),Gillian Flynn,2015-10-01,"1:a åtta veckor i rad på New York Times bestsellerlista! »Gone Girl är baske mig ett mästerverk. Ska ni läsa en enda bok i år, välj den här. Årets bästa deckare, utan konkurrens.« LOTTA OLSSON, DN »En alldeles enastående bra thriller.« YUKIKO DUKE, GOMORRON SVERIGE, SVT »Gone Girl är en läsfest.« SVENSKA DAGBLADET »Det bästa jag läst i spänningsväg på många år.« JENS LILJESTRAND, EXPRESSEN »Sedan kommer vi kanske återigen att ha sex. Och en hamburgare sent på kvällen. Och ännu mer whisky. Voilà, det lyckligaste paret i kvarteret! Och så säger man att det ska vara så jobbigt att vara gift.« Nick och Amy Dunne är paret som har allt. De är charmiga, smarta och framgångsrika. Efter några hektiska år i New York slår de sig ner i en liten småstad i Missouri. Men den nya tillvaron blir inte som de tänkt sig och snart avlöser grälen varandra. På morgonen till deras femte bröllopsdag är Amy plötsligt försvunnen. I parets villa finns tydliga spår av våldsam strid. Misstankar faller snabbt på Nick, som bedyrar sin oskuld och gör vad han kan för att få polis och media på andra spår. Amys dagbok ger dock en bild av Nick som är allt annat än sympatisk. Men är han verkligen en mördare? Å andra sidan: Om han är oskyldig, var är Amy? # Över 9 miljoner sålda exemplar! # Nominerad till: Womens Prize for Fiction. # Årets bästa bok av Amazon och Barnes & Noble. # Årets mest recenserade bok på Good Reads, över 50.000 recensioner! # Översatt till 30 språk. »En superbt välskriven thriller.« JAN GRADVALL, DI WEEKEND »Gillian Flynn måste vara en av deckarvärldens skickligaste manipulatörer.« ULRIKA STAHRE, AFTONBLADET »Årets thriller.« THE GUARDIAN GILLIAN FLYNN är en av världens just nu mest hyllade kriminalförfattare, och hennes tredje roman Gone Girl hör till det senaste årets allra största succéer. Mörka platser, som kom på svenska 2012, fick även den lysande recensioner och utnämndes av Yukiko Duke i SVT:sGomorron Sverige till »Höstens absolut bästa deckare!« med betyget »en klar 5:a«. Gillian Flynn är bosatt i Chicago.",570.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jxujCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,sv,http://books.google.co.in/books?id=jxujCgAAQBAJ&printsec=frontcover&dq=gone+girl&hl=&cd=3&source=gbs_api,"Mörka platser, som kom på svenska 2012, fick även den lysande recensioner och utnämndes av Yukiko Duke i SVT:sGomorron Sverige till »Höstens absolut bästa deckare!« med betyget »en klar 5:a«. Gillian Flynn är bosatt i Chicago.",917645908X,9789176459089
KUxuy60D_nIC,Po4wdZ3Ajbs,The Novels of Gillian Flynn,Gillian Flynn,2012-07-31,"""Gillian Flynn is the real deal, a sharp, acerbic, and compelling storyteller with a knack for the macabre."" —Stephen King This collection, available exclusively as an ebook, brings together the first two novels of Gillian Flynn, author of the #1 New York Times bestseller Gone Girl. In Sharp Objects, Flynn’s debut novel, a young journalist returns home to cover a dark assignment—and to face her own damaged family history. With its taut, crafted writing, Sharp Objects is addictive, haunting, and unforgettable. Flynn’s second novel, Dark Places, is an intricately orchestrated thriller that ravages a family's past to unearth the truth behind a horrifying crime. A New York Times bestseller and Weekend Today Top Summer Read, Dark Places solidified Flynn’s status as one of the most critically acclaimed suspense writers of our time.",624.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=KUxuy60D_nIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=KUxuy60D_nIC&dq=gone+girl&hl=&cd=4&source=gbs_api,"&quot;Gillian Flynn is the real deal, a sharp, acerbic, and compelling storyteller with a knack for the macabre.&quot; —Stephen King This collection, available exclusively as an ebook, brings together the first two novels of Gillian Flynn, author ...",0307953688,9780307953681
0tEkAgAAQBAJ,mAg84Rm/26A,The Gillian Flynn Collection,Gillian Flynn,2013-12-05,"GONE GIRL - THE ADDICTIVE No.1 US BESTSELLER THAT EVERYONE IS TALKING ABOUT Who are you? What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they weren't made by him. And then there are the persistent calls on his mobile phone. So what really did happen to Nick's beautiful wife? SHARP OBJECTS - When two girls are abducted and killed in Missouri, journalist Camille Preaker is sent back to her home town to report on the crimes. Long-haunted by a childhood tragedy and estranged from her mother for years, Camille suddenly finds herself installed once again in her family's mansion, reacquainting herself with her distant mother and the half-sister she barely knows. As Camille works to uncover the truth about these violent crimes, she finds herself identifying with the young victims - a bit too strongly. Clues keep leading to dead ends, forcing Camille to unravel the psychological puzzle of her own past to get at the story. Dogged by her own demons, Camille will have to confront what happened to her years before if she wants to survive this homecoming DARK PLACES - Libby Day was just seven years old when her older brother massacred her family while she hid in a cupboard. Her evidence helped put him away. Ever since then she has been drifting, surviving for over 20 years on the proceeds of the 'Libby Day fund'. But now the money is running out and Libby is desperate. When she is offered $500 to do a guest appearance, she feels she has to accept. But this is no ordinary gathering. The Kill Club is a group of true-crime obsessives who share information on notorious murders, and they think her brother Ben is innocent. Was Ben capable of murder? Libby must delve into her family's past to uncover the truth - no matter how painful...",1200.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=0tEkAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=0tEkAgAAQBAJ&printsec=frontcover&dq=gone+girl&hl=&cd=5&source=gbs_api,What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary when his wife Amy suddenly disappears. The police suspect Nick.,1780227876,9781780227870
e7ZZAwAAQBAJ,4EtuKlUnNFQ,The Complete Gillian Flynn,Gillian Flynn,2014-05-13,"""Gillian Flynn is the real deal, a sharp, acerbic, and compelling storyteller with a knack for the macabre."" —Stephen King This exclusive ebook collection brings together the three novels from bestselling author Gillian Flynn. A #1 New York Times bestseller, Gone Girl is an unputdownable masterpiece about a marriage gone terribly, terribly wrong. The Chicago Tribune proclaimed that Flynn’s work “draws you in and keeps you reading with the force of a pure but nasty addiction.” Gone Girl’s toxic mix of sharp-edged wit and deliciously chilling prose creates a nerve-fraying thriller that confounds you at every turn. Flynn’s second novel, Dark Places, is an intricately orchestrated thriller that ravages a family's past to unearth the truth behind a horrifying crime. A New York Times bestseller and Weekend Today Top Summer Read, Dark Places solidified Flynn’s status as one of the most critically acclaimed suspense writers of our time. In Sharp Objects, Flynn’s debut novel, a young journalist returns home to cover a dark assignment—and to face her own damaged family history. With its taut, crafted writing, Sharp Objects is addictive, haunting, and unforgettable.",1201.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=e7ZZAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=e7ZZAwAAQBAJ&dq=gone+girl&hl=&cd=6&source=gbs_api,"&quot;Gillian Flynn is the real deal, a sharp, acerbic, and compelling storyteller with a knack for the macabre.&quot; —Stephen King This exclusive ebook collection brings together the three novels from bestselling author Gillian Flynn.",0553419897,9780553419894
AaVVCgAAQBAJ,JexYL9OXsTg,The Grownup,Gillian Flynn,2015-11-03,"A young woman is making a living faking it as a cut-price psychic (with some illegal soft-core sex work on the side). She makes a decent wage mostly by telling people what they want to hear. But then she meets Susan Burke. Susan moved to the city one year ago with her husband and 15-year-old stepson Miles. They live in a Victorian house called Carterhook Manor. Susan has become convinced that some malevolent spirit is inhabiting their home. The young woman doesn't believe in exorcism or the supernatural. However when she enters the house for the first time, she begins to feel it too, as if the very house is watching her, waiting, biding its time . . . The Grownup, which originally appeared as 'What Do You Do?' in George R. R. Martin's Rogues anthology, proves once again that Gillian Flynn is one of the world's most original and skilled voices in fiction.",58.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=AaVVCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=AaVVCgAAQBAJ&printsec=frontcover&dq=gone+girl&hl=&cd=7&source=gbs_api,". . The Grownup, which originally appeared as &#39;What Do You Do?&#39; in George R. R. Martin&#39;s Rogues anthology, proves once again that Gillian Flynn is one of the world&#39;s most original and skilled voices in fiction.",147460305X,9781474603058
bziNEAAAQBAJ,6xm68tBpNg0,Gone Girl,Gillian Flynn,2012,"When a woman goes missing on her fifth wedding anniversary, her diary reveals hidden turmoil in her marriage, while her husband, desperate to clear himself of suspicion, realizes that something more disturbing than murder may have occurred.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=bziNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=bziNEAAAQBAJ&dq=gone+girl&hl=&cd=8&source=gbs_api,"On the warm summer morning of their fifth wedding anniversary, Nick Dunne&#39;s clever and beautiful wife, Amy, disappears from their rented McMansion on the Mississippi River.",0385366752,9780385366755
x_Ofi52Pa6MC,W2TSNpntDJ0,Dark Places,Gillian Flynn,2009-05-14,"THE BESTSELLING PHENOMENON 'Eerily macabre... Wonderful' Guardian 'A nerve-fraying thriller' New York Times 'Every bit as horribly fascinating as In Cold Blood' Daily Mail Libby Day was seven when her family was murdered: she survived by hiding in a closet - and famously testified that her older brother Ben was the killer. Twenty-five years later the Kill Club - a secret society obsessed with notorious crimes - gets in touch with Libby to try to discover proof that may free Ben. Almost broke, Libby agrees to go back to her hometown to investigate - for a fee. But when Libby's search uncovers an unimaginable truth, she finds herself right back where she started: on the run from a killer. THE ORIGINAL #1 BESTSELLER, BY THE AUTHOR OF GONE GIRL 'I would rather read her than just about any other crime writer' Kate Atkinson 'Gillian Flynn is the real deal: a sharp, acerbic and compelling storyteller' Stephen King 'An extraordinarily good writer' Observer",441.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=x_Ofi52Pa6MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=x_Ofi52Pa6MC&printsec=frontcover&dq=gone+girl&hl=&cd=9&source=gbs_api,"THE ORIGINAL #1 BESTSELLER, BY THE AUTHOR OF GONE GIRL &#39;I would rather read her than just about any other crime writer&#39; Kate Atkinson &#39;Gillian Flynn is the real deal: a sharp, acerbic and compelling storyteller&#39; Stephen King &#39;An ...",0297855875,9780297855873
NYZlDwAAQBAJ,s+I3EYOVwWk,Gone Girl: by Gillian Flynn | Summary & Analysis,Elite Summaries,,"Nick Dunne is the main character of Gone Girl, a popular book written by Gillian Flynn. On the day of his fifth wedding anniversary, Nick Dunne returns to his home in North Carthage, Missouri only to find his wife Amy missing. Presents have already been wrapped and reservations have already been made. But Nick was the suspect of her own wife’s disappearance, since there are signs of struggle in the house. Nick unexpectedly lies, keeps secrets, and acts inappropriately, but he tries hard to maintain his innocence. A very popular book with a movie title of the same name, Gone Girl is full of suspense from the beginning until the end. It haunts the readers with very dark and murky characters, presented through their scary thoughts. At the end, it punches the readers in the gut. Gone Girl is definitely an irresistible thriller with plot twists here and there that will make it hard to put down. p.p1 {margin: 0.0px 0.0px 10.0px 0.0px; text-align: justify; font: 11.0px 'Trebuchet MS'; color: #000000; -webkit-text-stroke: #000000} span.s1 {font-kerning: none} A People Magazine Best Book of the Year and New York Times Janet Maslin’s 10 Favorite Books of 2012, Gone Girl is definitely a must have. It is terrifying, moving, and sometimes funny at the same time. The Gone Girl is offered in Kindle and Paperback version with free shipping. Read this exciting thriller and I hope you will be energized!",32.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=NYZlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=NYZlDwAAQBAJ&printsec=frontcover&dq=gone+girl&hl=&cd=10&source=gbs_api,"It is terrifying, moving, and sometimes funny at the same time. The Gone Girl is offered in Kindle and Paperback version with free shipping. Read this exciting thriller and I hope you will be energized!",,
MQeHAAAAQBAJ,xdpFij9ieNg,The Martian,Andy Weir,2014-02-11,"Nominated as one of America’s best-loved novels by PBS’s The Great American Read Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he's sure he'll be the first person to die there. After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive. Chances are, though, he won't have time to starve to death. The damaged machinery, unforgiving environment, or plain-old ""human error"" are much more likely to kill him first. But Mark isn't ready to give up yet. Drawing on his ingenuity, his engineering skills—and a relentless, dogged refusal to quit—he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?",335.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=MQeHAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=MQeHAAAAQBAJ&dq=the+martian&hl=&cd=1&source=gbs_api,". . Weir has fashioned in Mark Watney one of the most appealing, funny, and resourceful characters in recent fiction.”—Chicago Tribune “As gripping as they come . . .",0804139032,9780804139038
5TmOEAAAQBAJ,13y4nbEGQfg,The Martian,Andy Weir,2021-03-30,"#1 NEW YORK TIMES BESTSELLER • “Brilliant . . . a celebration of human ingenuity [and] the purest example of real-science sci-fi for many years . . . utterly compelling.”—The Wall Street Journal The inspiration for the major motion picture Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he’s sure he’ll be the first person to die there. After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive. Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first. But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills—and a relentless, dogged refusal to quit—he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him? NAMED ONE OF PASTE’S BEST NOVELS OF THE DECADE “A hugely entertaining novel [that] reads like a rocket ship afire . . . Weir has fashioned in Mark Watney one of the most appealing, funny, and resourceful characters in recent fiction.”—Chicago Tribune “As gripping as they come . . . You’ll be rooting for Watney the whole way, groaning at every setback and laughing at his pitchblack humor. Utterly nail-biting and memorable.”—Financial Times",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=5TmOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=5TmOEAAAQBAJ&dq=the+martian&hl=&cd=2&source=gbs_api,". . Weir has fashioned in Mark Watney one of the most appealing, funny, and resourceful characters in recent fiction.”—Chicago Tribune “As gripping as they come . . .",0593357132,9780593357132
K9s3DAAAQBAJ,6yfNh9sgx7w,The Martian,Andy Weir,2016-05-03,"In the Young Readers Edition of The Martian: Classroom-appropriate language Discussion questions and activities Q&A with Andy Weir Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he's sure he'll be the first person to die there. After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he's alive - and even if he could get word out, his supplies would be gone long before a rescue could arrive. Chances are, though, he won't have time to starve to death. Damaged machinery, the unforgiving environment, or plain old ""human error"" are much more likely to kill him first. But Mark isn't ready to give up yet. Drawing on his ingenuity, his engineering skills and a relentless, dogged refusal to quit, he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?",402.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=K9s3DAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=K9s3DAAAQBAJ&dq=the+martian&hl=&cd=3&source=gbs_api,"In the Young Readers Edition of The Martian: Classroom-appropriate language Discussion questions and activities Q&amp;A with Andy Weir Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.",1785034677,9781785034671
6immSNkR26QC,rGGjhrSXUKs,The Martian Race,Gregory Benford,2008-11-15,"From the Nebula Award-winning author of ""Timescape"" and ""Foundation's Fear"" comes a hard-science thriller about the race to Mars that will tie into NASA's upcoming landing on the planet.",269.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=6immSNkR26QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=6immSNkR26QC&dq=the+martian&hl=&cd=4&source=gbs_api,From the Nebula Award-winning author of &quot;Timescape&quot; and &quot;Foundation&#39;s Fear&quot; comes a hard-science thriller about the race to Mars that will tie into NASA&#39;s upcoming landing on the planet.,0446551015,9780446551014
